article,german,level,category,plural,chapter,duolingo
,aufbewahren,B2,Verb,,,
,aufessen,B1,Verb,,,
,aufführen,B1,Verb,,,
,auffallen,B1,Verb,,,
,auffordern,B1,Verb,,,
,auffressen,B2,Verb,,,
,aufgeben,B1,Verb,,,
,aufgehen,B2,Verb,,,
,aufhängen,B2,Verb,,,
,aufhören,A1,Verb,,,
,aufhaben,B2,Verb,,,
,aufhalten,B1,Verb,,,
,aufheben,B1,Verb,,,
,aufklären,B2,Verb,,,
,aufklaffen,B2,Verb,,,
,auflösen,B1,Verb,,,
,aufladen,B1,Verb,,,
,aufmachen,A2,Verb,,,
,aufnehmen,B1,Verb,,,
,aufpassen,A2,Verb,,1.2,
,aufplatzen,B2,Verb,,,
,aufräumen,A2,Verb,,,
,aufregen,B1,Verb,,,
,aufrunden,B2,Verb,,,
,aufschreiben,B2,Verb,,,
,aufsetzen,B2,Verb,,,
,aufstehen,A1,Verb,,,
,auftreiben,B2,Verb,,,
,auftreten,B1,Verb,,,
,auftrumpfen,B2,Verb,,,
,aufwärmen,B2,Verb,,,
,aufwachen,B1,Verb,,,
,aufwachsen,B2,Verb,,,
,ausüben,B2,Verb,,,
,ausbilden,B2,Verb,,,
,ausdenken,B2,Verb,,,
,ausdrücken,B2,Verb,,,
,ausdrucken,B1,Verb,,,
,auseinandersetzen,B2,Verb,,,
,ausfüllen,A1,Verb,,,
,ausfallen,B1,Verb,,,
,ausgeben,A2,Verb,,,
,ausgrenzen,B2,Verb,,,
,aushalten,B2,Verb,,,
,auskennen,B1,Verb,,,
,auslöffeln,B2,Verb,,,
,auslösen,B2,Verb,,,
,auslachen,B2,Verb,,,
,auslassen,B2,Verb,,,
,auslaufen,B2,Verb,,,
,ausliefern,B1,Verb,,,
,ausmachen,A1,Verb,,,
,auspowern,B2,Verb,,,
,ausprobieren,B1,Verb,,,
,ausrasten,B2,Verb,,,
,ausrechnen,B2,Verb,,,
,ausreichen,B1,Verb,,,
,ausreisen,B2,Verb,,,
,ausrichten,B1,Verb,,,
,ausrotten,B2,Verb,,,
,ausruhen,A2,Verb,,,
,ausschießen,B2,Verb,,,
,ausschlafen,B2,Verb,,,
,ausschließen,B1,Verb,,,
,aussprechen,A2,Verb,,,
,aussteigen,A1,Verb,,,
,ausstellen,B1,Verb,,,
,aussterben,B2,Verb,,,
,aussuchen,B2,Verb,,,
,austauschen,B1,Verb,,,
,austragen,A2,Verb,,,
,auswählen,B1,Verb,,,
,auswandern,B2,Verb,,,
,auszahlen,B1,Verb,,,
,ausziehen,A1,Verb,,,
,backen,A2,Verb,,,
,baden,B2,Verb,,,
,basteln,A2,Verb,,,
,beachten,B1,Verb,,,
,beantragen,B1,Verb,,,
,beantworten,A2,Verb,,,
,bedanken,A2,Verb,,,
,bedecken,B2,Verb,,,
,bedeuten,A1,Verb,,,
,bedienen,B2,Verb,,,
,beeilen,A2,Verb,,,
,beeindrucken,B2,Verb,,,
,beenden,A2,Verb,,,
,befördern,B2,Verb,,,
,befürchten,B2,Verb,,,
,befehlen,B2,Verb,,,
,begegnen,B1,Verb,,,
,begeistern,B2,Verb,,,
,begleiten,B1,Verb,,,
,begrüßen,B1,Verb,,,
,begründen,A2,Verb,,,
,begreifen,B2,Verb,,,
,behalten,B1,Verb,,,
,behandeln,B1,Verb,,,
,behaupten,B1,Verb,,,
,behindern,B1,Verb,,,
,beißen,B1,Verb,,,
,bekommen,A1,Verb,,,
,belügen,B2,Verb,,,
,beleidigen,B1,Verb,,,
,beleuchten,B2,Verb,,,
,bemühen,B1,Verb,,,
,bemerken,B1,Verb,,,
,benötigen,B1,Verb,,,
,benachteiligen,B2,Verb,,,
,benehmen,B2,Verb,,,
,beneiden,B2,Verb,,,
,benutzen,A1,Verb,,,
,beobachten,B1,Verb,,,
,berühren,B2,Verb,,,
,beraten,A2,Verb,,,
,berechnen,B1,Verb,,,
,bereuen,B2,Verb,,,
,bergsteigen,B2,Verb,,,
,berichten,A2,Verb,,,
,bersten,B2,Verb,,,
,beruhigen,B1,Verb,,,
,beschädigen,B1,Verb,,,
,beschäftigen,B1,Verb,,,
,beschützen,B2,Verb,,,
,beschließen,B1,Verb,,,
,beschränken,B1,Verb,,,
,beschreiben,A2,Verb,,,
,beschweren,A2,Verb,,,
,besetzen,B2,Verb,,,
,besichtigen,A1,Verb,,,
,besprechen,B1,Verb,,1.7,
,bestätigen,A2,Verb,,,
,bestehen,A2,Verb,,,
,bestellen,A1,Verb,,,
,bestimmen,B2,Verb,,,
,bestrafen,B1,Verb,,,
,besuchen,A1,Verb,,,
,beteiligen,B1,Verb,,,
,beten,B2,Verb,,,
,beten,B2,Verb,,,
,betonen,B2,Verb,,,
,betrügen,B1,Verb,,,
,betragen,B2,Verb,,,
,betreten,B2,Verb,,,
,betreuen,B1,Verb,,,
,betteln,B2,Verb,,,
,beunruhigen,B2,Verb,,,
,beurteilen,B2,Verb,,,
,bevorzugen,B2,Verb,,,
,bewältigen,B2,Verb,,,
,bewahren,B2,Verb,,,
,bewegen,B1,Verb,,,
,beweisen,B1,Verb,,,
,bewerben,A2,Verb,,,
,bewerten,B2,Verb,,,
,bezeichnen,B2,Verb,,,
,bezweifeln,B2,Verb,,,
,bezwingen,B2,Verb,,,
,biegen,B2,Verb,,,
,bieten,B1,Verb,,,
,bilden,B1,Verb,,,
,binden,B2,Verb,,,
,bitten,A1,Verb,,,
,blühen,B1,Verb,,,
,blasen,B2,Verb,,,
,blitzen,B1,Verb,,,
,bloßstellen,B2,Verb,,,
,blockieren,A2,Verb,,,
,bouldern,B2,Verb,,,
,braten,A2,Verb,,,
,brauen,B2,Verb,,,
,brechen,B1,Verb,,,
,bremsen,B2,Verb,,,
,brennen,B1,Verb,,,
,buchstabieren,A1,Verb,,,
,döppen,B2,Verb,,,
,dösen,B2,Verb,,,
,dürfen,A1,Verb,,,
,darstellen,B1,Verb,,,
,dauern,A1,Verb,,,
,dehnen,B2,Verb,,,
,dekorieren,B1,Verb,,,
,demonstrieren,B2,Verb,,,
,dienen,B1,Verb,,,
,diskutieren,A2,Verb,,,
,dranbleiben,B2,Verb,,,
,drehen,B2,Verb,,,
,drucken,A1,Verb,,,
,durchführen,B2,Verb,,,
,durchlesen,B2,Verb,,,
,durchmachen,B2,Verb,,,
,durchwühlen,B2,Verb,,,
,duzen,B2,Verb,,,
,eignen,B1,Verb,,,
,eilen,B1,Verb,,,
,einblenden,B2,Verb,,,
,einbrechen,B1,Verb,,,
,einchecken,B1,Verb,,,
,einfügen,B1,Verb,,,
,einführen,B1,Verb,,,
,einfallen,B1,Verb,,,
,eingeben,B2,Verb,,,
,eingehen,B2,Verb,,,
,eingrenzen,B2,Verb,,,
,einhalten,B2,Verb,,,
,einlösen,B2,Verb,,,
,einladen,A1,Verb,,,
,einleiten,B2,Verb,,,
,einordnen,B2,Verb,,,
,einpacken,B2,Verb,,,
,einplanen,B2,Verb,,,
,einprägen,B2,Verb,,,
,einrichten,B1,Verb,,,
,einsammeln,B2,Verb,,,
,einschalten,B1,Verb,,,
,einschlafen,B2,Verb,,,
,einschleichen,B2,Verb,,,
,einschließen,B2,Verb,,,
,einschränken,B2,Verb,,,
,einschreiben,B2,Verb,,,
,einschulen,B2,Verb,,,
,einsetzen,B1,Verb,,,
,einsteigen,A1,Verb,,,
,einstellen,B1,Verb,,,
,eintauchen,B2,Verb,,,
,einteilen,B2,Verb,,,
,eintreten,B1,Verb,,,
,einweichen,B2,Verb,,,
,einziehen,B1,Verb,,,
,emigrieren,B2,Verb,,,
,empfehlen,A1,Verb,,,
,empfinden,B2,Verb,,,
,enden,A1,Verb,,,
,entdecken,B1,Verb,,,
,entfalten,B2,Verb,,,
,entfernen,B1,Verb,,,
,entfliehen,B2,Verb,,,
,entgegenwirken,B2,Verb,,,
,enthalten,B1,Verb,,,
,entlassen,B1,Verb,,,
,entmutigen,B2,Verb,,,
,entscheiden,B2,Verb,,,
,entschuldigen,A1,Verb,,,
,entsorgen,B1,Verb,,,
,entspannen,B1,Verb,,,
,entstehen,B1,Verb,,,
,enttäuschen,B1,Verb,,,
,entwickeln,B1,Verb,,,
,eröffnen,B1,Verb,,,
,erörtern,B2,Verb,,,
,erahnen,B2,Verb,,,
,erfüllen,B1,Verb,,,
,erfahren,B1,Verb,,,
,erfinden,B1,Verb,,,
,erfordern,B1,Verb,,,
,ergänzen,B1,Verb,,,
,ergreifen,B2,Verb,,,
,erhöhen,B1,Verb,,,
,erhalten,B1,Verb,,,
,erholen,B1,Verb,,,
,erinnern,A2,Verb,,,
,erkälten,B1,Verb,,,
,erkennen,B1,Verb,,,
,erklären,A1,Verb,,,
,erklimmen,B2,Verb,,,
,erkranken,B2,Verb,,,
,erkunden,B2,Verb,,,
,erkundigen,B1,Verb,,,
,erlöschen,B2,Verb,,,
,erlauben,A1,Verb,,,
,erleben,B1,Verb,,,
,erleichtern,B1,Verb,,,
,ermöglichen,B2,Verb,,,
,ermutigen,B2,Verb,,,
,ernähren,B1,Verb,,,
,erreichen,B2,Verb,,,
,erschrecken,B1,Verb,,,
,ersetzen,B1,Verb,,,
,erstellen,B1,Verb,,,
,ertrinken,B1,Verb,,,
,erwarten,B1,Verb,,,
,erzählen,A1,Verb,,,
,erzeugen,B1,Verb,,,
,erziehen,B1,Verb,,,
,existieren,B2,Verb,,,
,expandieren,B2,Verb,,,
,färben,B2,Verb,,,
,fördern,B1,Verb,,,
,fühlen,A2,Verb,,,
,führen,B1,Verb,,,
,fürchten,B1,Verb,,,
,füttern,B1,Verb,,,
,fallenlassen,B2,Verb,,,
,fangen,B1,Verb,,,
,fassen,B1,Verb,,,
,faulenzen,B2,Verb,,1.5,
,faxen,B2,Verb,,,
,fechten,B2,Verb,,,
,fehlen,A1,Verb,,,
,feiern,A1,Verb,,,
,fernsehen,B2,Verb,,1.5,
,festhalten,B1,Verb,,,
,festnehmen,B1,Verb,,,
,festsetzen,B1,Verb,,,
,feststellen,B2,Verb,,,
,filmen,A2,Verb,,,
,finanzieren,B1,Verb,,,
,finden,B1,Verb,,1.4,
,flüchten,B2,Verb,,,
,fließen,B1,Verb,,,
,fliehen,B2,Verb,,,
,fluten,B2,Verb,,,
,fordern,B1,Verb,,,
,formulieren,B2,Verb,,,
,forschen,B2,Verb,,,
,fortbewegen,B2,Verb,,,
,fortschreiten,B2,Verb,,,
,fortsetzen,B1,Verb,,,
,fotografieren,A2,Verb,,,
,fremdgehen,B2,Verb,,,
,freuen,A1,Verb,,,
,frieren,B1,Verb,,,
,frustrieren,A2,Verb,,,
,funktionieren,B1,Verb,,2.1,
,futtern,B2,Verb,,,
,garantieren,B1,Verb,,,
,gebären,B2,Verb,,,
,gedeihen,B2,Verb,,,
,gefallen,A1,Verb,,,
,gelingen,B1,Verb,,,
,gelten,B2,Verb,,,
,genügen,B1,Verb,,,
,genehmigen,B1,Verb,,,
,genesen,B2,Verb,,,
,genießen,B1,Verb,,,
,geschehen,B1,Verb,,,
,gewöhnen,B1,Verb,,,
,gießen,B1,Verb,,,
,glauben,A1,Verb,,,
,gleichen,A1,Verb,,,
,gleichstellen,B2,Verb,,,
,gleiten,B2,Verb,,,
,glimmen,B2,Verb,,,
,googeln,B2,Verb,,,
,grüßen,B1,Verb,,,
,grübeln,B2,Verb,,,
,graben,B2,Verb,,,
,gratulieren,A1,Verb,,,
,greifen,B1,Verb,,,
,grenzen,B2,Verb,,,
,grillen,A1,Verb,,,
,grinsen,B2,Verb,,,
,großziehen,B2,Verb,,,
,gucken,B1,Verb,,1.2,
,gut drauf sein,B2,Verb,,,
,hängen,A2,Verb,,,
,hageln,B2,Verb,,,
,halten,A2,Verb,,,
,hassen,B1,Verb,,1.1,
,hauen,B2,Verb,,,
,heben,B1,Verb,,,
,heilen,B2,Verb,,,
,heiraten,A1,Verb,,,
,herausbekommen,B2,Verb,,,
,herausfinden,B1,Verb,,,
,herausholen,B2,Verb,,,
,herauskommen,B2,Verb,,,
,herfahren,B2,Verb,,,
,herfinden,B2,Verb,,,
,hergehen,B2,Verb,,,
,herkommen,B2,Verb,,,
,herstellen,B2,Verb,,,
,herumfahren,B2,Verb,,,
,herumklettern,B2,Verb,,,
,herumlaufen,B2,Verb,,,
,herumzappeln,B2,Verb,,,
,herunterladen,A2,Verb,,,
,herunterlassen,B2,Verb,,,
,herziehen,B2,Verb,,,
,hierbleiben,B2,Verb,,,
,hindern,B1,Verb,,,
,hinfahren,B2,Verb,,,
,hinkommen,B2,Verb,,,
,hinlegen,B2,Verb,,,
,hinreißen,B2,Verb,,,
,hinsetzen,B2,Verb,,,
,hinstellen,B2,Verb,,,
,hinterherrennen,B2,Verb,,,
,hinterlassen,B1,Verb,,,
,hinweisen,B1,Verb,,,
,hochgehen,B2,Verb,,,
,hochladen,B1,Verb,,,
,hoffen,A2,Verb,,,
,holen,A1,Verb,,,
,holpern,B2,Verb,,,
,hupen,B2,Verb,,,
,identifizieren,B2,Verb,,,
,imponieren,B2,Verb,,,
,informieren,A2,Verb,,,
,inlinerfahren,,Verb,,1.1,
,inspirieren,B2,Verb,,,
,integrieren,B2,Verb,,,
,interessieren,A2,Verb,,,
,irren,B2,Verb,,,
,irritieren,B2,Verb,,,
,jagen,B2,Verb,,,
,joggen,B2,Verb,,,
,kämmen,B2,Verb,,,
,kämpfen,B1,Verb,,,
,können,A1,Verb,,,
,kümmern,A1,Verb,,,
,kündigen,A2,Verb,,,
,küssen,B1,Verb,,,
,kategorisieren,B2,Verb,,,
,kauen,B2,Verb,,,
,kennenlernen,A1,Verb,,,
,klären,B1,Verb,,,
,klagen,B1,Verb,,,
,klappen,A2,Verb,,,
,klauen,B2,Verb,,,
,kleben,B1,Verb,,,
,klemmen,B2,Verb,,,
,klettern,B1,Verb,,2.1,
,klicken,B1,Verb,,,
,klingeln,B2,Verb,,,
,klingen,B1,Verb,,,
,klopfen,B1,Verb,,,
,kneifen,B2,Verb,,,
,kombinieren,B2,Verb,,,
,kommunizieren,B2,Verb,,,
,kompensieren,B2,Verb,,,
,konsumieren,B1,Verb,,,
,kontrollieren,A2,Verb,,,
,konzentrieren,B1,Verb,,,
,kopieren,B1,Verb,,,
,korrigieren,B1,Verb,,,
,krähen,,Verb,,1.4,
,kratzen,B2,Verb,,,
,kraulen,B2,Verb,,,
,kriechen,B2,Verb,,,
,kritisieren,B1,Verb,,,
,kritzeln,B2,Verb,,,
,kuscheln,B2,Verb,,,
,lächeln,B1,Verb,,,
,löffeln,B2,Verb,,,
,löschen,B1,Verb,,,
,lösen,B1,Verb,,,
,lügen,A2,Verb,,,
,labern,B2,Verb,,,
,lachen,A1,Verb,,,
,laden,A1,Verb,,,
,landen,B1,Verb,,,
,langweilen,B1,Verb,,,
,leiden,B2,Verb,,,
,leihen,A2,Verb,,,
,leisten,B2,Verb,,,
,leiten,B2,Verb,,,
,lieben,A1,Verb,,1.8,
,liefern,A2,Verb,,,
,liegen,A1,Verb,,2.2,
,loben,B1,Verb,,,
,lochen,B2,Verb,,,
,losgehen,B2,Verb,,1.4,
,losschicken,B2,Verb,,,
,möchten,,Verb,,1.8,
,müssen,A1,Verb,,,
,maßregeln,B2,Verb,,,
,mahlen,B2,Verb,,,
,malen,A2,Verb,,,
,mampfen,B2,Verb,,,
,manipulieren,B2,Verb,,,
,markieren,B1,Verb,,,
,meckern,B2,Verb,,,
,meditieren,B1,Verb,,,
,meiden,B2,Verb,,,
,meinen,B1,Verb,,,
,meistern,B2,Verb,,,
,melden,B1,Verb,,,
,melken,B2,Verb,,,
,merken,A2,Verb,,,
,messen,B1,Verb,,,
,mieten,B1,Verb,,,
,mischen,B1,Verb,,,
,missionieren,B2,Verb,,,
,misslingen,B2,Verb,,,
,mitbringen,A1,Verb,,1.6,
,mitessen,B2,Verb,,,
,mitgehen,,Verb,,1.4,
,mitkommen,A1,Verb,,,
,mitmachen,A1,Verb,,,
,mitnehmen,A1,Verb,,,
,mitspielen,A2,Verb,,,
,mittanzen,B2,Verb,,,
,mitteilen,B1,Verb,,,
,moderieren,B2,Verb,,,
,nähen,B1,Verb,,,
,nörgeln,B2,Verb,,,
,nützen,B1,Verb,,,
,nachdenken,A1,Verb,,,
,nachgucken,B2,Verb,,,
,nachlesen,B2,Verb,,,
,nachschlagen,B1,Verb,,,
,nachvollziehen,B2,Verb,,,
,nennen,A2,Verb,,,
,nerven,B2,Verb,,,
,notieren,A2,Verb,,,
,nutzen,B1,Verb,,,
,operieren,B1,Verb,,,
,ordnen,B1,Verb,,,
,organisieren,A2,Verb,,,
,packen,A2,Verb,,,
,parken,A2,Verb,,,
,passieren,A2,Verb,,,
,pfeifen,B2,Verb,,,
,pflegen,B1,Verb,,,
,pinkeln,B2,Verb,,,
,planschen,B2,Verb,,,
,platzen,B2,Verb,,,
,platzieren,B2,Verb,,,
,prägen,B2,Verb,,,
,prüfen,A2,Verb,,,
,preisen,B2,Verb,,,
,probieren,A2,Verb,,,
,produzieren,B1,Verb,,2.2,
,profitieren,B2,Verb,,,
,protestieren,B1,Verb,,,
,provozieren,B2,Verb,,,
,pupsen,B2,Verb,,,
,putzen,A2,Verb,,,
,quatschen,B2,Verb,,,
,rächen,B2,Verb,,,
,rasieren,B1,Verb,,,
,raten,A2,Verb,,,
,rauchen,A1,Verb,,,
,raufgehen,B2,Verb,,,
,rausbringen,B2,Verb,,,
,rauschen,B2,Verb,,,
,rausfallen,B2,Verb,,,
,rausfinden,B2,Verb,,,
,rausgehen,B1,Verb,,,
,rauskommen,B2,Verb,,,
,reagieren,B1,Verb,,,
,realisieren,B1,Verb,,,
,rechnen,A2,Verb,,,
,reden,A2,Verb,,,
,reduzieren,B1,Verb,,,
,reflektieren,B2,Verb,,,
,regeln,B1,Verb,,,
,registrieren,B2,Verb,,,
,regnen,A1,Verb,,,
,reißen,B2,Verb,,,
,reiben,B1,Verb,,,
,reingehen,B2,Verb,,,
,reinigen,B1,Verb,,,
,reinkommen,B1,Verb,,,
,reisen,A1,Verb,,,
,reiten,A2,Verb,,1.5,
,relaxen,B2,Verb,,,
,renovieren,A2,Verb,,,
,reparieren,A1,Verb,,,
,repräsentieren,B2,Verb,,,
,reservieren,A2,Verb,,,
,retten,B1,Verb,,,
,richten,B2,Verb,,,
,richtigstellen,B2,Verb,,,
,riechen,A2,Verb,,,
,robben,B2,Verb,,,
,rollen,B2,Verb,,,
,rudern,B2,Verb,,,
,runterbringen,B2,Verb,,,
,runtergehen,B2,Verb,,,
,salzen,B1,Verb,,,
,sammeln,A2,Verb,,,
,saubermachen,B2,Verb,,,
,saufen,B2,Verb,,,
,saugen,B2,Verb,,,
,scannen,B2,Verb,,,
,schälen,B2,Verb,,,
,schärfen,B2,Verb,,,
,schätzen,B1,Verb,,,
,schütteln,B1,Verb,,,
,schützen,B1,Verb,,,
,schaden,B2,Verb,,,
,schaffen,A2,Verb,,,
,schalten,B1,Verb,,,
,schauen,B1,Verb,,2.2,
,schaukeln,B2,Verb,,,
,schauspielen,B2,Verb,,,
,schauspielern,B2,Verb,,,
,scheiden,B1,Verb,,,
,scheinen,A1,Verb,,,
,schenken,A2,Verb,,,
,schicken,A1,Verb,,,
,schießen,B1,Verb,,,
,schieben,B1,Verb,,,
,schiefgehen,B2,Verb,,,
,schimpfen,A2,Verb,,,
,schlachten,B2,Verb,,,
,schlagen,B1,Verb,,,
,schleichen,B2,Verb,,,
,schleifen,B2,Verb,,,
,schleppen,B2,Verb,,,
,schließen,A1,Verb,,,
,schlingen,B2,Verb,,,
,schmeißen,B2,Verb,,,
,schmelzen,B2,Verb,,,
,schmieren,B2,Verb,,,
,schminken,B1,Verb,,,
,schnappen,B2,Verb,,,
,schneiden,A2,Verb,,,
,schneien,A2,Verb,,,
,schocken,B2,Verb,,,
,schockieren,B2,Verb,,,
,schreien,B1,Verb,,,
,schwänzen,B2,Verb,,,
,schwören,B2,Verb,,,
,schweigen,B2,Verb,,,
,schwingen,B2,Verb,,,
,schwitzen,B2,Verb,,,
,segeln,,Verb,,2.1,
,sehnen,B2,Verb,,,
,senden,B1,Verb,,,
,setzen,A2,Verb,,,
,sezieren,B2,Verb,,,
,shoppen,,Verb,,1.5,
,sichern,B1,Verb,,,
,sieden,B2,Verb,,,
,siezen,B2,Verb,,,
,signalisieren,B2,Verb,,,
,signieren,B2,Verb,,,
,singen,A2,Verb,,1.4,
,sinken,B1,Verb,,,
,snowboarden,,Verb,,2.1,
,sollen,A1,Verb,,,
,sorgen,B1,Verb,,,
,spülen,B1,Verb,,,
,spüren,B1,Verb,,,
,spalten,B2,Verb,,,
,sparen,A2,Verb,,,
,spazieren,B2,Verb,,,
,spazierengehen,A2,Verb,,,
,speichern,A2,Verb,,,
,sperren,B2,Verb,,,
,spinnen,B2,Verb,,,
,springen,B1,Verb,,,
,stören,A2,Verb,,,
,stürzen,B1,Verb,,,
,stammen,B1,Verb,,,
,stapeln,A2,Verb,,,
,starren,B2,Verb,,,
,starten,B1,Verb,,,
,stattfinden,B1,Verb,,,
,stechen,B1,Verb,,,
,stecken,B1,Verb,,,
,stehen,A1,Verb,,,
,stehlen,B2,Verb,,,
,steigen,B1,Verb,,,
,stellen,A1,Verb,,,
,stempeln,B1,Verb,,,
,sterben,A2,Verb,,,
,stimmen,B1,Verb,,,
,stinken,B1,Verb,,1.4,
,stoßen,B1,Verb,,,
,stoppen,B1,Verb,,,
,strahlen,B2,Verb,,,
,streicheln,B2,Verb,,,
,streichen,B1,Verb,,,
,streiken,B1,Verb,,,
,streiten,A2,Verb,,,
,stricken,B2,Verb,,,
,studieren,A1,Verb,,,
,studieren,A2,Verb,,,
,subventionieren,B2,Verb,,,
,suchen,A1,Verb,,1.4,
,surfen,B2,Verb,,2.1,
,surfen,,Verb,,1.5,
,töten,B2,Verb,,,
,tackern,B2,Verb,,,
,tanken,B1,Verb,,,
,tanzen,A1,Verb,,1.5,
,tauchen,B1,Verb,,2.1,
,tauschen,A2,Verb,,,
,teilen,A2,Verb,,,
,teilnehmen,A2,Verb,,,
,telefonieren,A1,Verb,,,
,tendieren,B2,Verb,,,
,testen,A2,Verb,,,
,tippen,B1,Verb,,,
,toasten,B2,Verb,,,
,toben,B2,Verb,,,
,träumen,A2,Verb,,,
,trainieren,B2,Verb,,,
,transformieren,B2,Verb,,,
,transportieren,B1,Verb,,,
,treffen,A1,Verb,,1.1,
,treiben,B1,Verb,,,
,trennen,B1,Verb,,,
,treten,B1,Verb,,,
,trocknen,B1,Verb,,,
,tropfen,B1,Verb,,,
,tun,A1,Verb,,,
,umarmen,B1,Verb,,,
,umbenennen,B2,Verb,,,
,umdrehen,B1,Verb,,,
,umformulieren,B2,Verb,,,
,umgehen,B1,Verb,,,
,umgewöhnen,B2,Verb,,,
,umherirren,B2,Verb,,,
,umkippen,B2,Verb,,,
,umplanen,B2,Verb,,,
,umschreiben,B2,Verb,,,
,umsteigen,A2,Verb,,,
,umtauschen,B1,Verb,,,
,umziehen,A1,Verb,,,
,unterbinden,B2,Verb,,,
,unterbrechen,B1,Verb,,,
,unterbreiten,B2,Verb,,,
,untergehen,B2,Verb,,,
,unterhalten,A2,Verb,,,
,unterlassen,B1,Verb,,,
,unternehmen,B2,Verb,,,
,unterordnen,B2,Verb,,,
,unterrichten,B1,Verb,,,
,unterschätzen,B2,Verb,,,
,unterscheiden,B1,Verb,,,
,unterschreiben,A1,Verb,,,
,unterstützen,B1,Verb,,,
,unterstreichen,B1,Verb,,,
,untersuchen,A2,Verb,,,
,variieren,B2,Verb,,,
,verändern,B1,Verb,,,
,veröffentlichen,B1,Verb,,,
,verabreden,B1,Verb,,,
,verabschieden,B1,Verb,,,
,verarbeiten,B2,Verb,,,
,verbergen,B2,Verb,,,
,verbessern,B1,Verb,,,
,verbieten,A2,Verb,,,
,verbinden,B1,Verb,,,
,verbrauchen,B1,Verb,,,
,verbrennen,B1,Verb,,,
,verbringen,B1,Verb,,,
,verderben,B2,Verb,,,
,verdienen,A1,Verb,,,
,vereinbaren,A2,Verb,,,
,vereinen,B2,Verb,,,
,vereinfachen,B2,Verb,,,
,verführen,B2,Verb,,,
,verfolgen,B2,Verb,,,
,vergeben,B2,Verb,,,
,vergessen,A2,Verb,,1.7,
,vergießen,B2,Verb,,,
,vergleichen,B1,Verb,,,
,vergnügen,B1,Verb,,,
,vergrößern,B1,Verb,,,
,verhaften,B1,Verb,,,
,verhandeln,B2,Verb,,,
,verhindern,B1,Verb,,,
,verhungern,B2,Verb,,,
,verkleiden,B2,Verb,,,
,verlängern,B1,Verb,,,
,verlangen,B1,Verb,,,
,verlassen,B1,Verb,,,
,verlaufen,B2,Verb,,,
,verleihen,B2,Verb,,,
,verlernen,B2,Verb,,,
,verletzen,A2,Verb,,,
,verlieben,A2,Verb,,,
,verlieren,A2,Verb,,2.1,
,verlinken,B2,Verb,,,
,verloben,B2,Verb,,,
,vermeiden,B1,Verb,,,
,vermieten,A2,Verb,,,
,vermissen,B1,Verb,,,
,vermuten,B1,Verb,,,
,verneinen,B2,Verb,,,
,vernetzen,B2,Verb,,,
,vernichten,B2,Verb,,,
,verpacken,B1,Verb,,,
,verpassen,A2,Verb,,,
,verpissen,B2,Verb,,,
,verraten,B1,Verb,,,
,verreisen,A2,Verb,,,
,versäumen,B2,Verb,,,
,verschenken,B2,Verb,,,
,verschicken,B2,Verb,,,
,verschieben,A2,Verb,,,
,verschmutzen,B2,Verb,,,
,verschreiben,B1,Verb,,,
,verschwenden,B2,Verb,,,
,verschwinden,B1,Verb,,,
,versenden,B2,Verb,,,
,versichern,B1,Verb,,,
,versorgen,B2,Verb,,,
,verspannen,B2,Verb,,,
,versprechen,B2,Verb,,,
,verständigen,B2,Verb,,,
,verstärken,B2,Verb,,,
,verstecken,B1,Verb,,,
,versteuern,B2,Verb,,,
,versuchen,A2,Verb,,,
,verteilen,B1,Verb,,,
,vertreten,B1,Verb,,,
,verursachen,B1,Verb,,,
,verurteilen,B1,Verb,,,
,vervielfältigen,B2,Verb,,,
,verwechseln,B1,Verb,,,
,verwenden,B1,Verb,,,
,verwirklichen,B2,Verb,,,
,verwirren,B2,Verb,,,
,verzeihen,B1,Verb,,,
,verzichten,B1,Verb,,,
,voranbringen,B2,Verb,,,
,vorbeigehen,B2,Verb,,,
,vorbeikommen,B1,Verb,,,
,vorbeilaufen,B2,Verb,,,
,vorbereiten,A2,Verb,,,
,vordrängeln,B2,Verb,,,
,vorgehen,B2,Verb,,,
,vorkommen,B2,Verb,,,
,vorschlagen,B1,Verb,,,
,vorstellen,A1,Verb,,,
,vorwerfen,B2,Verb,,,
,wählen,A2,Verb,,,
,wärmen,A1,Verb,,,
,wünschen,B2,Verb,,,
,würden,B2,Verb,,,
,wachsen,B1,Verb,,,
,wagen,A2,Verb,,,
,wahrnehmen,B2,Verb,,,
,warnen,B1,Verb,,,
,warten,A1,Verb,,1.6,
,wechseln,A2,Verb,,,
,wecken,A2,Verb,,,
,wegbringen,A2,Verb,,,
,wegfahren,B1,Verb,,,
,weggehen,B2,Verb,,,
,weglassen,B2,Verb,,,
,weglaufen,A2,Verb,,1.4,
,wegmüssen,B2,Verb,,,
,wegnehmen,A2,Verb,,,
,wegrennen,B2,Verb,,,
,wegschieben,B1,Verb,,,
,wegschmeißen,B2,Verb,,,
,wegwerfen,A2,Verb,,,
,wegziehen,B2,Verb,,,
,wehtun,A2,Verb,,1.8,
,wehtun,B1,Verb,,,
,weichen,B2,Verb,,,
,weigern,B1,Verb,,,
,weinen,A2,Verb,,,
,weiterentwickeln,B2,Verb,,,
,weitergehen,B2,Verb,,1.4,
,weiterleben,B2,Verb,,,
,weitermachen,A2,Verb,,,
,wenden,B1,Verb,,,
,werden,A1,Verb,,,
,werfen,A2,Verb,,,
,widersprechen,B1,Verb,,,
,widmen,B2,Verb,,,
